order_number,Rec_0,Rec_1,Rec_2,Rec_3,Rec_4,Rec_5,Rec_6,Rec_7,Rec_8,Rec_9,Rec_10,Rec_11,Rec_12,Rec_13,Rec_14
698246,"['Safety', 18.2395]","['Hand Tools', 17.1675]","['Cleaning', 13.586199999999998]","['Power Tools', 11.273900000000001]","['Adhesives, Sealants and Tape', 10.7]","['Electronics, Appliances, and Batteries', 10.4131]","['Electrical', 8.467799999999999]","['Material Handling', 7.943899999999999]","['Lighting', 7.9384999999999994]","['Paint, Equipment and Supplies', 7.8725000000000005]","['Abrasives', 7.516299999999999]","['Machining', 7.1959]","['Lubrication', 6.6268]","['Plumbing', 6.057499999999999]","['Fasteners', 5.9932]"
698251,"['Adhesives, Sealants and Tape', 17.599999999999998]","['Safety', 11.395900000000001]","['Machining', 9.4397]","['Hand Tools', 9.001199999999999]","['Cleaning', 8.3536]","['Electrical', 7.4596]","['Power Tools', 7.2954]","['Abrasives', 6.704699999999999]","['Electronics, Appliances, and Batteries', 6.6099]","['Fasteners', 6.557899999999999]","['Lubrication', 6.2033]","['Plumbing', 6.0174]","['Pneumatics', 5.6621999999999995]","['Material Handling', 5.5043]","['Lighting', 5.174899999999999]"
698264,"['Fasteners', 7.522600000000001]","['Machining', 6.8148]","['Electrical', 3.3937]","['Cleaning', 3.2975999999999996]","['Plumbing', 3.1729000000000003]","['Pneumatics', 3.0773]","['Adhesives, Sealants and Tape', 3.0511]","['Power Tools', 2.7568]","['Hand Tools', 2.6420000000000003]","['Abrasives', 2.6342]","['Lubrication', 2.6074]","['Safety', 2.4007]","['Electronics, Appliances, and Batteries', 2.0366]","['Material Handling', 1.9797999999999998]","['Paint, Equipment and Supplies', 1.7301]"
698547,"['Adhesives, Sealants and Tape', 9.982799999999997]","['Hand Tools', 9.4654]","['Machining', 8.2946]","['Plumbing', 8.0192]","['Electrical', 7.5731]","['Safety', 6.9087]","['Cleaning', 6.311599999999999]","['Abrasives', 5.940099999999999]","['Power Tools', 5.4986999999999995]","['Fasteners', 5.409000000000001]","['Pneumatics', 5.185099999999999]","['Electronics, Appliances, and Batteries', 4.875]","['Lubrication', 4.8464]","['Material Handling', 4.4674]","['Lighting', 4.129600000000001]"
698679,"['Plumbing', 19.9418]","['Adhesives, Sealants and Tape', 8.1366]","['Electrical', 7.2073]","['Fasteners', 6.825099999999999]","['Pneumatics', 6.5622]","['Cleaning', 5.359999999999999]","['Machining', 5.1428]","['Safety', 4.776800000000001]","['Lubrication', 4.712]","['Hand Tools', 4.6289]","['Abrasives', 4.5001]","['Power Tools', 4.320399999999999]","['Welding', 4.117]","['Electronics, Appliances, and Batteries', 4.0237]","['Lighting', 3.8450999999999995]"
698726,"['Safety', 20.2618]","['Hand Tools', 9.209]","['Cleaning', 8.685500000000001]","['Adhesives, Sealants and Tape', 7.9162]","['Paint, Equipment and Supplies', 6.882]","['Electronics, Appliances, and Batteries', 6.1233]","['Electrical', 6.082599999999999]","['Material Handling', 5.6699]","['Power Tools', 5.4986]","['Abrasives', 5.2203]","['Lighting', 5.056299999999999]","['Outdoor Equipment', 5.0514]","['Machining', 4.631]","['Lubrication', 4.6301000000000005]","['Plumbing', 4.3873999999999995]"
698756,"['Power Tools', 19.230000000000004]","['Hand Tools', 19.0061]","['Cleaning', 18.727899999999998]","['Fasteners', 18.0572]","['Plumbing', 17.840500000000002]","['Adhesives, Sealants and Tape', 14.784600000000001]","['Safety', 14.7115]","['Electrical', 14.040700000000001]","['Machining', 12.7002]","['Material Handling', 12.248299999999999]","['Pneumatics', 11.347399999999999]","['Abrasives', 10.6532]","['Lubrication', 10.1466]","['Electronics, Appliances, and Batteries', 9.803400000000002]","['Lighting', 9.206800000000001]"
699120,"['Plumbing', 23.9986]","['Fasteners', 10.1786]","['Safety', 10.1102]","['Electrical', 9.5224]","['Adhesives, Sealants and Tape', 8.5964]","['Pneumatics', 8.3291]","['Cleaning', 7.7377]","['Electronics, Appliances, and Batteries', 7.190300000000001]","['Hand Tools', 6.8632]","['Machining', 6.769299999999999]","['Lubrication', 6.1108]","['Abrasives', 5.9405]","['Power Tools', 5.803]","['Paint, Equipment and Supplies', 5.5716]","['Lighting', 5.2897]"
699159,"['Plumbing', 13.066999999999998]","['Pneumatics', 12.3062]","['Hand Tools', 12.305399999999999]","['Cleaning', 10.1262]","['Electrical', 9.911]","['Lighting', 9.4462]","['Adhesives, Sealants and Tape', 9.4382]","['Electronics, Appliances, and Batteries', 9.225599999999998]","['Fasteners', 8.6736]","['Lubrication', 8.6033]","['Safety', 8.442200000000001]","['Machining', 8.3055]","['Power Tools', 7.533499999999999]","['Abrasives', 7.108099999999999]","['Fleet and Vehicle Maintenance', 6.953499999999999]"
699228,"['Plumbing', 12.9421]","['Fasteners', 12.2676]","['Pneumatics', 9.7693]","['Electrical', 9.5469]","['Machining', 7.5535]","['Adhesives, Sealants and Tape', 6.314]","['Abrasives', 5.6347000000000005]","['Cleaning', 5.4224]","['Lubrication', 5.087300000000001]","['Hand Tools', 4.9932]","['Power Tools', 4.9919]","['Safety', 4.7587]","['Electronics, Appliances, and Batteries', 4.0201]","['Material Handling', 3.9557]","['Lighting', 3.6011]"
699658,"['Office Supplies', 13.777999999999999]","['Cleaning', 11.9162]","['Safety', 9.9317]","['Adhesives, Sealants and Tape', 7.0520000000000005]","['Hand Tools', 6.6956999999999995]","['Electronics, Appliances, and Batteries', 5.4571000000000005]","['Lighting', 5.2567]","['Material Handling', 5.2023]","['Electrical', 5.0664]","['Power Tools', 4.6391]","['Abrasives', 4.5785]","['Lubrication', 4.3145999999999995]","['Paint, Equipment and Supplies', 4.126]","['Machining', 3.9494]","['Plumbing', 3.8268999999999997]"
699687,"['Power Tools', 19.0]","['Hand Tools', 5.8786000000000005]","['Machining', 5.0179]","['Adhesives, Sealants and Tape', 4.864]","['Electrical', 4.6436]","['Material Handling', 4.484]","['Cleaning', 4.4783]","['Safety', 4.3529]","['Abrasives', 4.0394000000000005]","['Lighting', 3.9139999999999997]","['Fasteners', 3.8019]","['Pneumatics', 3.5511000000000004]","['Lubrication', 3.4599]","['Plumbing', 3.2527999999999997]","['Test Instruments', 3.2262]"
699760,"['Power Tools', 34.6381]","['Hand Tools', 27.3945]","['Fasteners', 23.0717]","['Electrical', 19.5025]","['Pneumatics', 18.2545]","['Adhesives, Sealants and Tape', 18.2196]","['Safety', 17.6654]","['Cleaning', 16.568600000000004]","['Machining', 16.2974]","['Plumbing', 14.1505]","['Material Handling', 13.7994]","['Abrasives', 13.7871]","['Lubrication', 13.401]","['Lighting', 12.1665]","['Electronics, Appliances, and Batteries', 11.9537]"
700182,"['Power Transmission', 13.2097]","['Plumbing', 7.2524999999999995]","['Fasteners', 6.8386]","['Electrical', 4.4532]","['HVAC and Refrigeration', 4.3991]","['Pneumatics', 3.9440999999999997]","['Cleaning', 3.7062]","['Adhesives, Sealants and Tape', 3.5214999999999996]","['Machining', 3.2624]","['Lubrication', 2.9636]","['Power Tools', 2.7633]","['Abrasives', 2.7462]","['Hand Tools', 2.7212]","['Lighting', 2.7016]","['Safety', 2.6771]"
700355,"['Hand Tools', 14.7191]","['Safety', 8.803799999999999]","['Material Handling', 8.198699999999999]","['Power Tools', 7.4333]","['Cleaning', 7.3523]","['Adhesives, Sealants and Tape', 7.1212]","['Lighting', 6.963400000000001]","['Electrical', 6.8264]","['Machining', 5.942500000000001]","['Abrasives', 5.9162]","['Test Instruments', 5.4252]","['Electronics, Appliances, and Batteries', 5.364000000000001]","['Outdoor Equipment', 5.2316]","['Lubrication', 4.645300000000001]","['Pneumatics', 4.5347]"
700669,"['Safety', 22.8842]","['Cleaning', 19.872799999999994]","['Hand Tools', 16.9834]","['Adhesives, Sealants and Tape', 15.490499999999999]","['Electronics, Appliances, and Batteries', 12.792200000000001]","['Electrical', 10.937700000000001]","['Material Handling', 10.030700000000001]","['Paint, Equipment and Supplies', 9.9134]","['Power Tools', 9.8948]","['Plumbing', 9.749500000000001]","['Lighting', 9.7327]","['Outdoor Equipment', 9.5727]","['Abrasives', 9.532300000000001]","['Lubrication', 8.8675]","['Machining', 8.7144]"
700751,"['Hand Tools', 14.3605]","['Cleaning', 7.1386]","['Adhesives, Sealants and Tape', 7.0537]","['Safety', 6.846899999999999]","['Material Handling', 6.5457]","['Abrasives', 6.3766]","['Power Tools', 5.7942]","['Electrical', 5.2893]","['Lighting', 5.1636999999999995]","['Electronics, Appliances, and Batteries', 4.854900000000001]","['Pneumatics', 4.8196]","['Welding', 4.8009]","['Machining', 4.800199999999999]","['Lubrication', 4.2882]","['Paint, Equipment and Supplies', 3.9974000000000003]"
700983,"['Fasteners', 38.0]","['Electrical', 12.262599999999999]","['Plumbing', 11.901599999999998]","['Pneumatics', 10.2448]","['Machining', 10.0776]","['Adhesives, Sealants and Tape', 8.7894]","['Lubrication', 7.6912]","['Power Tools', 7.6038]","['Cleaning', 7.4708]","['Hand Tools', 7.0984]","['Abrasives', 7.033799999999999]","['Safety', 6.6272]","['Electronics, Appliances, and Batteries', 5.5708]","['Material Handling', 5.358]","['Fleet and Vehicle Maintenance', 4.7652]"
701061,"['Fasteners', 11.973400000000002]","['Pneumatics', 10.2689]","['Electrical', 9.2837]","['Plumbing', 8.6855]","['Adhesives, Sealants and Tape', 5.3837]","['Machining', 5.3521]","['Cleaning', 4.7204999999999995]","['Lubrication', 4.4572]","['Hand Tools', 4.3876]","['Power Tools', 4.3662]","['Abrasives', 4.1937999999999995]","['Safety', 4.134]","['Fleet and Vehicle Maintenance', 3.8803]","['Material Handling', 3.5078000000000005]","['Electronics, Appliances, and Batteries', 3.463]"
701097,"['Safety', 13.6281]","['Hand Tools', 13.5074]","['Cleaning', 11.0196]","['Adhesives, Sealants and Tape', 8.0533]","['Electrical', 7.042300000000001]","['Paint, Equipment and Supplies', 6.3936]","['Power Tools', 6.2318999999999996]","['Electronics, Appliances, and Batteries', 6.1278]","['Material Handling', 6.054]","['Lubrication', 5.9007000000000005]","['Abrasives', 5.6754]","['Machining', 5.3147]","['Lighting', 5.146]","['Fleet and Vehicle Maintenance', 4.7700000000000005]","['Plumbing', 4.7273]"
701132,"['Safety', 17.6141]","['Cleaning', 8.3815]","['Electronics, Appliances, and Batteries', 7.848800000000001]","['Hand Tools', 7.712599999999999]","['Adhesives, Sealants and Tape', 7.164599999999999]","['Material Handling', 5.7923]","['Electrical', 5.5211]","['Power Tools', 4.8558]","['Abrasives', 4.736999999999999]","['Lighting', 4.6896]","['Machining', 4.2074]","['Lubrication', 4.1477]","['Plumbing', 3.9801]","['Paint, Equipment and Supplies', 3.9494000000000002]","['Fasteners', 3.7436000000000003]"
701175,"['Fasteners', 21.0]","['Electrical', 6.7767]","['Plumbing', 6.5771999999999995]","['Pneumatics', 5.6616]","['Machining', 5.5691999999999995]","['Adhesives, Sealants and Tape', 4.8573]","['Lubrication', 4.2504]","['Power Tools', 4.2021]","['Cleaning', 4.1286]","['Hand Tools', 3.9228]","['Abrasives', 3.8870999999999998]","['Safety', 3.6624]","['Electronics, Appliances, and Batteries', 3.0786000000000002]","['Material Handling', 2.961]","['Fleet and Vehicle Maintenance', 2.6334000000000004]"
701527,"['Fasteners', 17.180199999999996]","['Adhesives, Sealants and Tape', 9.3876]","['Plumbing', 8.993699999999999]","['Electrical', 8.9271]","['Lubrication', 7.643799999999999]","['Abrasives', 7.4658999999999995]","['Machining', 7.0584]","['Pneumatics', 7.033800000000001]","['Cleaning', 6.848999999999999]","['Safety', 6.7621]","['Material Handling', 6.4559]","['Hand Tools', 6.437499999999999]","['Power Tools', 6.099099999999999]","['Electronics, Appliances, and Batteries', 5.145200000000001]","['Welding', 5.1009]"
701541,"['Power Transmission', 4.2138]","['Pneumatics', 2.4276]","['Plumbing', 1.0962]","['Electrical', 0.9884]","['Fasteners', 0.9464]","['Machining', 0.8224]","['Adhesives, Sealants and Tape', 0.7846]","['Lubrication', 0.7378]","['Abrasives', 0.7138]","['Cleaning', 0.6938]","['HVAC and Refrigeration', 0.6486]","['Power Tools', 0.6382000000000001]","['Hand Tools', 0.6188]","['Lighting', 0.6092]","['Hardware', 0.5698]"
701590,"['Electrical', 21.6135]","['Fasteners', 11.454]","['Plumbing', 7.936]","['Adhesives, Sealants and Tape', 7.3725000000000005]","['Pneumatics', 6.691999999999999]","['Cleaning', 6.303]","['Hand Tools', 6.266]","['Safety', 6.1579999999999995]","['Machining', 6.0920000000000005]","['Power Tools', 5.8885]","['Lubrication', 5.050000000000001]","['Lighting', 4.959]","['Material Handling', 4.863]","['Abrasives', 4.8175]","['Electronics, Appliances, and Batteries', 4.6370000000000005]"
701795,"['Machining', 31.0]","['Fasteners', 8.2212]","['Adhesives, Sealants and Tape', 8.190199999999999]","['Power Tools', 8.187100000000001]","['Abrasives', 7.905]","['Pneumatics', 7.7438]","['Electrical', 7.387300000000001]","['Hand Tools', 7.3346]","['Lubrication', 7.1238]","['Cleaning', 6.9315999999999995]","['Plumbing', 6.696]","['Safety', 6.045]","['Electronics, Appliances, and Batteries', 5.5459000000000005]","['Material Handling', 5.2917]","['Paint, Equipment and Supplies', 4.7771]"
701912,"['Hand Tools', 36.0]","['Safety', 13.816799999999999]","['Cleaning', 12.1752]","['Adhesives, Sealants and Tape', 11.930399999999999]","['Power Tools', 11.1384]","['Electrical', 9.5976]","['Material Handling', 9.223199999999999]","['Electronics, Appliances, and Batteries', 8.9568]","['Abrasives', 8.604]","['Machining', 8.5176]","['Lighting', 8.2404]","['Lubrication', 7.1676]","['Pneumatics', 6.8544]","['Paint, Equipment and Supplies', 6.84]","['Fasteners', 6.7248]"
702258,"['HVAC and Refrigeration', 11.0]","['Lighting', 1.6731000000000003]","['Plumbing', 1.5202]","['Electrical', 1.4322000000000001]","['Power Tools', 1.3706]","['Cleaning', 1.3629]","['Adhesives, Sealants and Tape', 1.3618]","['Material Handling', 1.3563]","['Test Instruments', 1.353]","['Outdoor Equipment', 1.3376]","['Power Transmission', 1.2715999999999998]","['Paint, Equipment and Supplies', 1.2705]","['Fleet and Vehicle Maintenance', 1.2012]","['Motors', 1.1946]","['Hand Tools', 1.1869]"
702262,"['Power Transmission', 38.0]","['Plumbing', 4.7804]","['HVAC and Refrigeration', 4.392799999999999]","['Electrical', 4.313]","['Pneumatics', 4.0622]","['Fasteners', 3.8684000000000003]","['Lighting', 3.4732]","['Hardware', 3.401]","['Motors', 3.3858]","['Adhesives, Sealants and Tape', 3.1235999999999997]","['Machining', 3.0665999999999998]","['Lubrication', 2.9981999999999998]","['Abrasives', 2.812]","['Cleaning', 2.5877999999999997]","['Power Tools', 2.5118]"
702340,"['Hand Tools', 8.6756]","['Adhesives, Sealants and Tape', 8.379999999999999]","['Pneumatics', 7.2354]","['Abrasives', 6.7984]","['Electrical', 6.4948]","['Cleaning', 6.1808]","['Safety', 5.5227]","['Machining', 4.7042]","['Power Tools', 4.6809]","['Plumbing', 4.4678]","['Fasteners', 4.3349]","['Electronics, Appliances, and Batteries', 4.2756]","['Lubrication', 4.257300000000001]","['Material Handling', 3.9754999999999994]","['Lighting', 3.5051]"
702458,"['Fasteners', 19.0]","['Electrical', 6.1312999999999995]","['Plumbing', 5.950799999999999]","['Pneumatics', 5.1224]","['Machining', 5.0388]","['Adhesives, Sealants and Tape', 4.3947]","['Lubrication', 3.8456]","['Power Tools', 3.8019]","['Cleaning', 3.7354]","['Hand Tools', 3.5492]","['Abrasives', 3.5168999999999997]","['Safety', 3.3136]","['Electronics, Appliances, and Batteries', 2.7854]","['Material Handling', 2.679]","['Fleet and Vehicle Maintenance', 2.3826]"
702545,"['Adhesives, Sealants and Tape', 10.7887]","['Fleet and Vehicle Maintenance', 10.169500000000001]","['Electrical', 10.0247]","['Fasteners', 9.072300000000002]","['Safety', 8.0929]","['Cleaning', 7.9689999999999985]","['Plumbing', 7.874599999999999]","['Hand Tools', 7.5743]","['Abrasives', 6.5621]","['Pneumatics', 6.1363]","['Lubrication', 6.0356000000000005]","['Machining', 6.023]","['Power Tools', 5.987199999999999]","['Paint, Equipment and Supplies', 5.673799999999999]","['Electronics, Appliances, and Batteries', 5.604000000000001]"
702670,"['Safety', 19.0864]","['Cleaning', 14.0951]","['Hand Tools', 10.158]","['Adhesives, Sealants and Tape', 9.7301]","['Electrical', 7.921799999999999]","['Electronics, Appliances, and Batteries', 7.6736]","['Material Handling', 6.441699999999999]","['Power Tools', 6.2577]","['Abrasives', 6.128499999999999]","['Fasteners', 5.8796]","['Machining', 5.673400000000001]","['Lubrication', 5.5725999999999996]","['Lighting', 5.5427]","['Plumbing', 5.4811]","['Pneumatics', 5.0581]"
702709,"['Hand Tools', 3.0447999999999995]","['Lighting', 2.8726000000000003]","['Cleaning', 2.3320999999999996]","['Electronics, Appliances, and Batteries', 2.1965]","['Safety', 1.8324]","['Adhesives, Sealants and Tape', 1.7295]","['Electrical', 1.4298000000000002]","['Power Tools', 1.4279]","['Material Handling', 1.3374]","['Abrasives', 1.1791]","['Machining', 1.1273]","['Lubrication', 1.0971]","['Paint, Equipment and Supplies', 1.0748]","['Plumbing', 1.0312]","['Pneumatics', 0.9867000000000001]"
702727,"['Hand Tools', 40.294500000000006]","['Power Tools', 20.6406]","['Safety', 18.0902]","['Cleaning', 17.951399999999996]","['Adhesives, Sealants and Tape', 16.639300000000002]","['Electrical', 15.664200000000003]","['Material Handling', 14.884099999999997]","['Lighting', 14.4433]","['Machining', 12.444700000000001]","['Electronics, Appliances, and Batteries', 12.268199999999998]","['Abrasives', 12.038300000000001]","['Plumbing', 11.575599999999998]","['Lubrication', 10.5036]","['Fasteners', 10.4884]","['Pneumatics', 10.4793]"
702737,"['Plumbing', 34.5215]","['Fasteners', 24.277399999999997]","['Electrical', 15.2317]","['Pneumatics', 13.5236]","['Machining', 12.732500000000002]","['Adhesives, Sealants and Tape', 12.411999999999999]","['Safety', 11.4158]","['Cleaning', 10.8151]","['Hand Tools', 9.614500000000001]","['Lubrication', 9.5523]","['Power Tools', 9.2177]","['Abrasives', 9.037799999999999]","['Material Handling', 8.4013]","['Electronics, Appliances, and Batteries', 7.835700000000001]","['Lighting', 7.2687]"
702929,"['Abrasives', 30.478299999999997]","['Power Tools', 29.857300000000002]","['Hand Tools', 25.657999999999998]","['Machining', 25.393100000000004]","['Adhesives, Sealants and Tape', 19.2981]","['Cleaning', 18.5303]","['Safety', 18.347099999999998]","['Electrical', 17.6292]","['Pneumatics', 15.9666]","['Material Handling', 15.131199999999998]","['Fasteners', 15.0687]","['Lubrication', 14.546200000000002]","['Welding', 14.348399999999998]","['Electronics, Appliances, and Batteries', 13.5942]","['Plumbing', 13.163999999999998]"
702976,"['Safety', 19.424300000000002]","['Adhesives, Sealants and Tape', 11.539699999999998]","['Cleaning', 10.9745]","['Hand Tools', 10.962699999999998]","['Electrical', 10.102100000000002]","['Lighting', 8.7517]","['Abrasives', 8.666]","['Fasteners', 8.104199999999999]","['Machining', 7.7808]","['Electronics, Appliances, and Batteries', 7.764100000000001]","['Plumbing', 7.6813]","['Power Tools', 7.548]","['Lubrication', 7.410800000000001]","['Pneumatics', 7.208299999999999]","['Material Handling', 7.0456]"
702995,"['Plumbing', 31.8263]","['Fasteners', 13.95]","['Electrical', 12.1566]","['Pneumatics', 10.468499999999999]","['Adhesives, Sealants and Tape', 9.886]","['Machining', 8.043299999999999]","['Cleaning', 7.8057]","['Lubrication', 7.016500000000001]","['Safety', 6.8418]","['Hand Tools', 6.6402]","['Abrasives', 6.503499999999999]","['Power Tools', 6.4368]","['Electronics, Appliances, and Batteries', 5.7036]","['Lighting', 5.5704]","['Material Handling', 5.523599999999999]"
703507,"['Hand Tools', 31.5422]","['Safety', 12.7812]","['Power Tools', 12.1603]","['Cleaning', 12.102]","['Adhesives, Sealants and Tape', 11.222399999999999]","['Electrical', 9.250299999999998]","['Material Handling', 9.05]","['Electronics, Appliances, and Batteries', 8.384799999999998]","['Machining', 8.2174]","['Abrasives', 8.1656]","['Lighting', 8.0933]","['Test Instruments', 8.084999999999999]","['Lubrication', 6.9489]","['Pneumatics', 6.683100000000001]","['Paint, Equipment and Supplies', 6.639099999999999]"
703898,"['Adhesives, Sealants and Tape', 4.0]","['Safety', 1.3796]","['Cleaning', 1.3692]","['Hand Tools', 1.3256]","['Electrical', 1.2432]","['Electronics, Appliances, and Batteries', 1.148]","['Abrasives', 1.13]","['Lubrication', 1.076]","['Machining', 1.0568]","['Power Tools', 1.024]","['Plumbing', 1.02]","['Fasteners', 0.9252]","['Pneumatics', 0.9116]","['Paint, Equipment and Supplies', 0.9012]","['Lighting', 0.8748]"
703961,"['Material Handling', 19.619400000000006]","['Cleaning', 18.483599999999996]","['Safety', 16.885]","['Hand Tools', 15.067200000000001]","['Adhesives, Sealants and Tape', 12.1733]","['Plumbing', 11.652999999999999]","['Electrical', 11.0224]","['Power Tools', 10.178]","['Pneumatics', 10.1713]","['Fleet and Vehicle Maintenance', 9.8244]","['Outdoor Equipment', 9.365499999999999]","['Electronics, Appliances, and Batteries', 9.085300000000002]","['Abrasives', 9.0558]","['Fasteners', 9.010299999999999]","['Machining', 8.7833]"
704090,"['Safety', 17.6468]","['Adhesives, Sealants and Tape', 10.5878]","['Hand Tools', 8.3423]","['Cleaning', 8.3123]","['Electrical', 7.815799999999999]","['Electronics, Appliances, and Batteries', 7.7151000000000005]","['Lighting', 5.9086]","['Power Tools', 5.4780999999999995]","['Abrasives', 5.3366]","['Material Handling', 5.2864]","['Machining', 4.942]","['Plumbing', 4.8885000000000005]","['Lubrication', 4.7938]","['Fasteners', 4.6008]","['Pneumatics', 4.3475]"
704093,"['Adhesives, Sealants and Tape', 4.7901]","['Hand Tools', 4.0051000000000005]","['Electrical', 3.8785]","['Electronics, Appliances, and Batteries', 2.9672]","['Safety', 2.8055999999999996]","['Lighting', 2.7675]","['Cleaning', 2.6944]","['Power Tools', 2.243]","['Plumbing', 2.0645000000000002]","['Machining', 2.0471000000000004]","['Abrasives', 2.045]","['Fasteners', 1.9805]","['Lubrication', 1.9308000000000003]","['Material Handling', 1.9243]","['Pneumatics', 1.8722999999999999]"
704316,"['Plumbing', 19.7259]","['Electrical', 16.401899999999998]","['Pneumatics', 13.6614]","['Hydraulics', 10.1031]","['Fasteners', 9.895599999999998]","['Safety', 9.481]","['Adhesives, Sealants and Tape', 9.284400000000002]","['Cleaning', 8.958]","['Machining', 7.7281]","['Hand Tools', 7.691400000000001]","['Lubrication', 6.8874]","['Power Tools', 6.8774999999999995]","['Abrasives', 6.6082]","['Material Handling', 6.1939]","['Electronics, Appliances, and Batteries', 6.003299999999999]"
704322,"['Fasteners', 10.3594]","['Welding', 7.3439]","['Pneumatics', 4.7334000000000005]","['Electrical', 4.4559999999999995]","['Plumbing', 4.2387]","['Abrasives', 4.1091999999999995]","['Machining', 3.9120999999999997]","['Hardware', 3.9042000000000003]","['Adhesives, Sealants and Tape', 3.8179000000000003]","['Power Tools', 3.4366000000000003]","['Lubrication', 3.4062]","['Cleaning', 3.3551]","['Hand Tools', 3.2508999999999997]","['Safety', 2.9277999999999995]","['Material Handling', 2.806]"
704348,"['Safety', 7.844999999999999]","['Lubrication', 7.4686]","['Cleaning', 7.227199999999999]","['Adhesives, Sealants and Tape', 6.4538]","['Paint, Equipment and Supplies', 6.4496]","['Hand Tools', 5.5630999999999995]","['Electrical', 5.4133]","['Fleet and Vehicle Maintenance', 5.2581999999999995]","['Power Tools', 5.2033000000000005]","['Material Handling', 5.181099999999999]","['Outdoor Equipment', 4.7872]","['Abrasives', 4.4522]","['Electronics, Appliances, and Batteries', 4.3654]","['Machining', 4.1693]","['Plumbing', 3.9454000000000002]"
704451,"['Fasteners', 10.2406]","['Safety', 9.5805]","['Machining', 7.5252]","['Adhesives, Sealants and Tape', 7.1909]","['Electronics, Appliances, and Batteries', 7.0059]","['Electrical', 6.8598]","['Lubrication', 6.2646]","['Cleaning', 6.2066]","['Hand Tools', 6.062799999999999]","['Plumbing', 5.3668]","['Pneumatics', 4.9993]","['Abrasives', 4.9361]","['Power Tools', 4.916399999999999]","['Material Handling', 4.092]","['Lighting', 3.8464]"
704553,"['Cleaning', 13.088799999999999]","['Safety', 12.3816]","['Hand Tools', 11.147200000000002]","['Adhesives, Sealants and Tape', 10.659400000000002]","['Machining', 9.751199999999999]","['Electrical', 9.7192]","['Electronics, Appliances, and Batteries', 9.247]","['Abrasives', 8.4781]","['Power Tools', 7.9349]","['Material Handling', 7.3943]","['Lubrication', 6.4229]","['Fasteners', 6.2546]","['Plumbing', 6.202]","['Pneumatics', 6.1328]","['Lighting', 5.8147]"
704571,"['Machining', 8.182]","['Power Tools', 4.5639]","['Hand Tools', 3.7904]","['Electrical', 3.6187]","['Adhesives, Sealants and Tape', 3.2906]","['Electronics, Appliances, and Batteries', 3.0191]","['Fasteners', 2.9126999999999996]","['Cleaning', 2.9032999999999998]","['Abrasives', 2.8519000000000005]","['Safety', 2.7352000000000003]","['Pneumatics', 2.7316000000000003]","['Lubrication', 2.5625]","['Plumbing', 2.5039000000000002]","['Material Handling', 2.2843]","['Lighting', 1.9573999999999998]"
704578,"['Fasteners', 22.0]","['Electrical', 7.099399999999999]","['Plumbing', 6.8904]","['Pneumatics', 5.9312000000000005]","['Machining', 5.8344]","['Adhesives, Sealants and Tape', 5.0886000000000005]","['Lubrication', 4.4528]","['Power Tools', 4.4022]","['Cleaning', 4.3252]","['Hand Tools', 4.1095999999999995]","['Abrasives', 4.0722]","['Safety', 3.8368]","['Electronics, Appliances, and Batteries', 3.2252]","['Material Handling', 3.102]","['Fleet and Vehicle Maintenance', 2.7588000000000004]"
704642,"['Power Tools', 25.616600000000002]","['Machining', 21.9793]","['Hand Tools', 20.788400000000003]","['Adhesives, Sealants and Tape', 15.0498]","['Electronics, Appliances, and Batteries', 14.7345]","['Safety', 14.6895]","['Cleaning', 14.1797]","['Electrical', 13.136600000000001]","['Abrasives', 11.6625]","['Material Handling', 11.627999999999998]","['Fasteners', 10.650500000000001]","['Lubrication', 10.2495]","['Pneumatics', 10.2397]","['Lighting', 9.757]","['Plumbing', 9.5413]"
704698,"['Hand Tools', 25.180300000000003]","['Safety', 22.1694]","['Cleaning', 16.520799999999998]","['Adhesives, Sealants and Tape', 16.506300000000003]","['Power Tools', 15.3744]","['Abrasives', 13.6555]","['Machining', 13.408000000000001]","['Electrical', 12.9532]","['Lubrication', 12.479700000000003]","['Paint, Equipment and Supplies', 12.3471]","['Electronics, Appliances, and Batteries', 11.281400000000001]","['Material Handling', 11.033000000000001]","['Pneumatics', 10.248800000000001]","['Lighting', 9.6009]","['Fasteners', 9.5092]"
704745,"['Plumbing', 5.0]","['Electrical', 1.5925]","['Fasteners', 1.5659999999999998]","['Pneumatics', 1.4825]","['Adhesives, Sealants and Tape', 1.275]","['Machining', 1.08]","['Cleaning', 1.0685]","['Lubrication', 0.9560000000000001]","['Safety', 0.9225]","['Hand Tools', 0.8825]","['Abrasives', 0.881]","['Power Tools', 0.856]","['Lighting', 0.775]","['Electronics, Appliances, and Batteries', 0.7725]","['Material Handling', 0.756]"
704848,"['Machining', 11.407399999999999]","['Fasteners', 7.777]","['Pneumatics', 7.6561]","['Adhesives, Sealants and Tape', 5.3497]","['Electrical', 4.940300000000001]","['Plumbing', 4.7462]","['Power Tools', 4.3141]","['Abrasives', 4.2542]","['Cleaning', 4.1478]","['Lubrication', 4.115]","['Hand Tools', 4.1012]","['Safety', 3.5837000000000003]","['Electronics, Appliances, and Batteries', 3.2028]","['Material Handling', 3.0930999999999997]","['Paint, Equipment and Supplies', 2.7973999999999997]"
